ID	chrom	loc.start	loc.end	num.mark	seg.mean
TCGA-HT-8564	1	62920	98602	13	-0.7832
TCGA-HT-8564	1	259407	16544783	8609	0.1526
TCGA-HT-8564	1	16569132	16679281	31	-0.4343
TCGA-HT-8564	1	16679483	16721984	10	0.2944
TCGA-HT-8564	1	16766762	16863509	15	-0.6458
TCGA-HT-8564	1	16864367	16935752	54	0.3521
TCGA-HT-8564	1	16949746	56533526	22739	0.1559
TCGA-HT-8564	1	56533721	72297687	11162	0.185
TCGA-HT-8564	1	72302735	72345450	47	-1.3378
TCGA-HT-8564	1	72345465	112691660	25832	0.1823
TCGA-HT-8564	1	112704008	112767796	34	0.6147
TCGA-HT-8564	1	112771988	146044884	5026	0.1814
TCGA-HT-8564	1	146062439	146174153	4	-1.0754
TCGA-HT-8564	1	146250588	152583051	2119	0.1671
TCGA-HT-8564	1	152583230	152613762	31	-0.6448
TCGA-HT-8564	1	152613802	169268642	11427	0.1707
TCGA-HT-8564	1	169269320	169272528	3	1.4502
TCGA-HT-8564	1	169273163	174827418	3498	0.1726
TCGA-HT-8564	1	174827561	174832702	15	-0.6027
TCGA-HT-8564	1	174832716	196745743	14558	0.1829
TCGA-HT-8564	1	196758720	196847600	62	-0.3824
TCGA-HT-8564	1	196854187	233172043	24367	0.1764
TCGA-HT-8564	1	233172816	233194093	14	-0.4312
TCGA-HT-8564	1	233200118	248930189	11252	0.1862
TCGA-HT-8564	2	12784	1315195	864	-0.2682
TCGA-HT-8564	2	1315982	1318101	3	-2.0834
TCGA-HT-8564	2	1323864	7235711	4816	-0.255
TCGA-HT-8564	2	7237620	36108462	19492	0.2327
TCGA-HT-8564	2	36108463	36112411	14	-0.423
TCGA-HT-8564	2	36123960	41011095	3615	0.2314
TCGA-HT-8564	2	41011303	41024584	26	-0.1634
TCGA-HT-8564	2	41024614	52510912	8126	0.2348
TCGA-HT-8564	2	52511902	52554157	38	0.6931
TCGA-HT-8564	2	52554188	116831010	35030	0.2321
TCGA-HT-8564	2	116832191	116832277	2	-1.4745
TCGA-HT-8564	2	116833669	130063181	8523	0.2309
TCGA-HT-8564	2	130063277	130065662	2	-2.0236
TCGA-HT-8564	2	130067885	212520793	49473	0.238
TCGA-HT-8564	2	212520898	212521351	2	-2.6665
TCGA-HT-8564	2	212522839	242147305	18807	0.2271
TCGA-HT-8564	3	20930	11066468	9322	-0.062
TCGA-HT-8564	3	11069122	11069885	2	-2.9189
TCGA-HT-8564	3	11074235	11371130	168	-0.168
TCGA-HT-8564	3	11371349	11371926	3	-2.8961
TCGA-HT-8564	3	11375791	13081228	1236	-0.0769
TCGA-HT-8564	3	13086242	13086335	2	-1.7742
TCGA-HT-8564	3	13086930	16197556	2097	-0.0813
TCGA-HT-8564	3	16199049	16199672	6	-1.7969
TCGA-HT-8564	3	16199818	68697013	34721	-0.0686
TCGA-HT-8564	3	68697108	68698262	14	-0.8975
TCGA-HT-8564	3	68699607	75372019	4852	-0.0747
TCGA-HT-8564	3	75377956	75590356	72	-2.2176
TCGA-HT-8564	3	75596233	130067531	29550	-0.0693
TCGA-HT-8564	3	130067896	130079892	23	-1.9641
TCGA-HT-8564	3	130079938	136300257	4022	-0.077
TCGA-HT-8564	3	136304109	136306584	2	-2.8385
TCGA-HT-8564	3	136319699	162790480	16143	-0.0639
TCGA-HT-8564	3	162794869	162898127	64	-1.0422
TCGA-HT-8564	3	162906054	193160113	19076	-0.0576
TCGA-HT-8564	3	193160173	193165114	19	-0.8225
TCGA-HT-8564	3	193168646	195559056	1481	-0.0735
TCGA-HT-8564	3	195656271	195720051	25	0.7586
TCGA-HT-8564	3	195728637	198169247	1181	-0.0806
TCGA-HT-8564	4	68929	9455251	5146	0.1783
TCGA-HT-8564	4	9459504	9477699	6	-0.8269
TCGA-HT-8564	4	9484440	10208766	537	0.1913
TCGA-HT-8564	4	10212536	10229874	29	0.5778
TCGA-HT-8564	4	10232590	34784878	16892	0.1971
TCGA-HT-8564	4	34785333	34817589	34	-0.2413
TCGA-HT-8564	4	34819718	49214614	8933	0.2011
TCGA-HT-8564	4	49289175	49289338	2	-2.2626
TCGA-HT-8564	4	49295203	57382082	3718	0.1899
TCGA-HT-8564	4	57383692	57392188	7	-0.8594
TCGA-HT-8564	4	57397085	63828222	3824	0.2107
TCGA-HT-8564	4	63831751	63842540	28	-1.6338
TCGA-HT-8564	4	63850713	68352334	2823	0.2035
TCGA-HT-8564	4	68352434	68671434	96	-0.237
TCGA-HT-8564	4	68674307	82527210	8496	0.1927
TCGA-HT-8564	4	82531219	82712673	134	0.6195
TCGA-HT-8564	4	82716215	114252544	18910	0.194
TCGA-HT-8564	4	114254167	114261019	23	0.8051
TCGA-HT-8564	4	114263073	121360818	4317	0.1917
TCGA-HT-8564	4	121361313	121370367	30	-0.5728
TCGA-HT-8564	4	121371000	137171085	8809	0.2004
TCGA-HT-8564	4	137171266	137173967	16	-0.4895
TCGA-HT-8564	4	137187209	139307853	1510	0.1972
TCGA-HT-8564	4	139311392	139317206	6	-0.8596
TCGA-HT-8564	4	139318541	160958989	13125	0.1802
TCGA-HT-8564	4	160959045	160963244	15	-0.4205
TCGA-HT-8564	4	160963432	171448195	6624	0.1879
TCGA-HT-8564	4	171453733	171456293	8	2.0167
TCGA-HT-8564	4	171456307	181907237	6911	0.1968
TCGA-HT-8564	4	181907323	182631899	560	0.0935
TCGA-HT-8564	4	182632226	190106768	4949	0.1971
TCGA-HT-8564	5	15532	698357	307	0.1549
TCGA-HT-8564	5	698390	773453	25	-0.4397
TCGA-HT-8564	5	779766	140839137	85067	0.189
TCGA-HT-8564	5	140844251	140864171	13	-0.5033
TCGA-HT-8564	5	140872578	177771448	24935	0.1799
TCGA-HT-8564	5	177800550	177805604	3	2.2265
TCGA-HT-8564	5	177827964	178680821	447	0.1638
TCGA-HT-8564	5	178682974	178686162	3	-1.9257
TCGA-HT-8564	5	178691854	180766779	1238	0.1722
TCGA-HT-8564	5	180767185	180768522	3	-1.5063
TCGA-HT-8564	5	180769816	180971271	105	0.1826
TCGA-HT-8564	5	180972373	180991103	13	-0.4304
TCGA-HT-8564	5	181006225	181363319	169	0.1614
TCGA-HT-8564	6	149661	254283	101	-0.4953
TCGA-HT-8564	6	257353	380821	100	-0.187
TCGA-HT-8564	6	381149	668470	233	-0.4357
TCGA-HT-8564	6	668627	29869411	21108	-0.4854
TCGA-HT-8564	6	29869537	29869681	2	2.507
TCGA-HT-8564	6	29869700	29913249	22	-0.3507
TCGA-HT-8564	6	29913481	29931120	5	-3.1559
TCGA-HT-8564	6	29931900	31318528	646	-0.5158
TCGA-HT-8564	6	31318754	31349920	12	-1.5784
TCGA-HT-8564	6	31350387	32634330	544	-0.4637
TCGA-HT-8564	6	32634492	32658841	12	0.5382
TCGA-HT-8564	6	32682835	50961988	11480	-0.4113
TCGA-HT-8564	6	50974380	50974837	2	-2.3144
TCGA-HT-8564	6	50974922	54066353	2161	-0.415
TCGA-HT-8564	6	54066432	54067057	6	-1.5731
TCGA-HT-8564	6	54070550	64627049	4202	-0.4033
TCGA-HT-8564	6	64637651	64640920	4	-1.8806
TCGA-HT-8564	6	64642128	65000836	235	-0.4338
TCGA-HT-8564	6	65001506	65003899	3	-2.5327
TCGA-HT-8564	6	65007491	69463404	3036	-0.4012
TCGA-HT-8564	6	69468568	69472244	3	-2.2417
TCGA-HT-8564	6	69476380	73882142	2838	-0.4066
TCGA-HT-8564	6	73882509	73891694	10	-1.5716
TCGA-HT-8564	6	73893839	76730377	1758	-0.3893
TCGA-HT-8564	6	76731101	76758749	21	0.2733
TCGA-HT-8564	6	76758871	78252522	962	-0.4038
TCGA-HT-8564	6	78252576	78336185	122	-0.0861
TCGA-HT-8564	6	78336944	101122831	14067	-0.3985
TCGA-HT-8564	6	101127633	101127656	2	-2.5028
TCGA-HT-8564	6	101128440	103290531	1313	-0.4168
TCGA-HT-8564	6	103299546	103314186	37	-1.4012
TCGA-HT-8564	6	103317795	140066616	23127	-0.4057
TCGA-HT-8564	6	140066808	140069278	4	-4.7948
TCGA-HT-8564	6	140069407	153636235	8921	-0.4041
TCGA-HT-8564	6	153639651	153640284	2	-2.5745
TCGA-HT-8564	6	153640764	170741917	11863	-0.4
TCGA-HT-8564	7	43355	38251092	27201	0.2407
TCGA-HT-8564	7	38251113	38287307	31	0.7373
TCGA-HT-8564	7	38288684	54305455	11037	0.2336
TCGA-HT-8564	7	54318812	54318819	4	-1.1727
TCGA-HT-8564	7	54318821	55114228	692	0.263
TCGA-HT-8564	7	55114261	78386425	8579	0.213
TCGA-HT-8564	7	78387422	97756328	12450	0.2421
TCGA-HT-8564	7	97756339	97772665	15	-0.3943
TCGA-HT-8564	7	97772733	109797612	6579	0.2225
TCGA-HT-8564	7	109797616	109801155	15	-0.393
TCGA-HT-8564	7	109801187	109813853	11	-2.0157
TCGA-HT-8564	7	109813925	134100458	14692	0.2364
TCGA-HT-8564	7	134100556	134105690	21	0.7526
TCGA-HT-8564	7	134110881	143529806	6108	0.2393
TCGA-HT-8564	7	143530003	143556434	3	-1.4147
TCGA-HT-8564	7	143603307	159334314	9926	0.2304
TCGA-HT-8564	8	81254	643041	322	-0.4657
TCGA-HT-8564	8	644944	645875	8	0.6093
TCGA-HT-8564	8	645892	645908	2	3.6647
TCGA-HT-8564	8	656117	3042453	1887	-0.4294
TCGA-HT-8564	8	3042532	3606325	640	-0.8999
TCGA-HT-8564	8	3607732	5311364	2541	-0.3985
TCGA-HT-8564	8	5311513	5312987	5	-2.0891
TCGA-HT-8564	8	5313382	15950802	8707	-0.4334
TCGA-HT-8564	8	15951314	15961389	21	-1.0858
TCGA-HT-8564	8	15967656	23544795	6083	-0.4386
TCGA-HT-8564	8	23550227	23550358	5	-1.6007
TCGA-HT-8564	8	23550392	25114437	1128	-0.4545
TCGA-HT-8564	8	25114672	25126735	27	0.0841
TCGA-HT-8564	8	25126818	91111813	38576	-0.4443
TCGA-HT-8564	8	91112535	91173841	37	-1.3083
TCGA-HT-8564	8	91174785	111279265	12213	-0.4453
TCGA-HT-8564	8	111282050	111288052	9	0.4977
TCGA-HT-8564	8	111289023	145072769	22808	-0.4435
TCGA-HT-8564	9	46587	678845	673	0.1516
TCGA-HT-8564	9	678852	689485	12	-0.7011
TCGA-HT-8564	9	694453	15739133	13451	0.2086
TCGA-HT-8564	9	15742243	15742546	2	1.906
TCGA-HT-8564	9	15744472	22492890	5573	0.1925
TCGA-HT-8564	9	22501914	22502700	2	-3.5501
TCGA-HT-8564	9	22509341	23366284	578	0.2009
TCGA-HT-8564	9	23367171	23372401	4	-0.9335
TCGA-HT-8564	9	23373486	39547492	10684	0.1939
TCGA-HT-8564	9	39588611	66084268	363	-0.0571
TCGA-HT-8564	9	66103744	76935628	6318	0.1969
TCGA-HT-8564	9	76938265	76951973	8	-0.6156
TCGA-HT-8564	9	76952080	87907679	7857	0.1833
TCGA-HT-8564	9	87939236	87939304	2	-2.5477
TCGA-HT-8564	9	87943042	103804216	10557	0.1822
TCGA-HT-8564	9	103806415	103807009	2	-1.9955
TCGA-HT-8564	9	103808421	138200944	23027	0.1741
TCGA-HT-8564	10	45792	9046868	7771	-0.1002
TCGA-HT-8564	10	9047064	9047636	2	-2.0939
TCGA-HT-8564	10	9047840	62326264	34339	-0.0973
TCGA-HT-8564	10	62328107	133483127	48040	-0.0464
TCGA-HT-8564	10	133483364	133654968	106	-0.1474
TCGA-HT-8564	11	198510	4274526	1748	-0.071
TCGA-HT-8564	11	4280126	4337579	15	-0.8336
TCGA-HT-8564	11	4337826	4946420	648	-0.0599
TCGA-HT-8564	11	4947280	4955042	30	0.69
TCGA-HT-8564	11	4955781	7791493	2298	-0.0448
TCGA-HT-8564	11	7791913	7820036	9	-0.9492
TCGA-HT-8564	11	7820250	18916085	7861	-0.0519
TCGA-HT-8564	11	18917623	18940191	47	0.2993
TCGA-HT-8564	11	18940271	59603476	24064	-0.0451
TCGA-HT-8564	11	59604181	76126247	8158	-0.0768
TCGA-HT-8564	11	76130309	80256469	2686	-0.0519
TCGA-HT-8564	11	80256504	80256520	2	-3.445
TCGA-HT-8564	11	80256642	82743522	1968	-0.0401
TCGA-HT-8564	11	82744328	82746904	2	-1.9
TCGA-HT-8564	11	82748397	93964995	7394	-0.0407
TCGA-HT-8564	11	93965035	93968422	6	-1.4505
TCGA-HT-8564	11	93971294	135074876	29472	-0.0477
TCGA-HT-8564	12	51460	9481274	6159	0.1829
TCGA-HT-8564	12	9485313	9575696	23	-1.5268
TCGA-HT-8564	12	9582373	11068125	1027	0.1785
TCGA-HT-8564	12	11070111	11088933	9	-1.4097
TCGA-HT-8564	12	11099275	11359558	133	0.1485
TCGA-HT-8564	12	11359597	11390472	28	0.8945
TCGA-HT-8564	12	11399258	12377763	818	0.1789
TCGA-HT-8564	12	12383285	12388935	17	-0.5477
TCGA-HT-8564	12	12389946	27941830	10633	0.1951
TCGA-HT-8564	12	27941988	27950527	13	-0.831
TCGA-HT-8564	12	27950842	33141726	3797	0.1947
TCGA-HT-8564	12	33148472	33154440	27	-0.3751
TCGA-HT-8564	12	33155426	45512057	5552	0.2024
TCGA-HT-8564	12	45514957	45515754	2	2.4594
TCGA-HT-8564	12	45519509	99398036	33527	0.19
TCGA-HT-8564	12	99401515	99404374	25	-0.5154
TCGA-HT-8564	12	99404412	127002237	18021	0.1808
TCGA-HT-8564	12	127002679	127009134	6	-0.8055
TCGA-HT-8564	12	127010817	131483213	3897	0.1916
TCGA-HT-8564	12	131484778	131486664	3	-1.1626
TCGA-HT-8564	12	131486698	133201603	719	0.1714
TCGA-HT-8564	13	18452809	27600204	6240	-0.1228
TCGA-HT-8564	13	27602290	27602488	2	-2.3724
TCGA-HT-8564	13	27603729	31958485	3262	-0.1384
TCGA-HT-8564	13	31958590	31964286	16	-2.1335
TCGA-HT-8564	13	31965910	37496998	3880	-0.1403
TCGA-HT-8564	13	37497899	37510620	16	0.6964
TCGA-HT-8564	13	37514193	62721284	15702	-0.1365
